sku,offer_id,family,title,product_url,quality_score,quality_max,missing_fields
"20186","shopify_ZZ_15061247852912_53448522596720","boxes","20x18x6 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25","https://packrift.com/products/20x18x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25","10","10",""
"202011","shopify_ZZ_15061244838256_53448477409648","boxes","20x20x11 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/20x20x11-ect-32-kraft-corrugated-boxes-bundle-of-15","10","10",""
"202015","shopify_ZZ_15061245067632_53448477671792","boxes","20x20x15"" ECT-32 Kraft Corrugated Boxes - Bundle of 20","https://packrift.com/products/20x20x15-ect-32-kraft-corrugated-boxes-bundle-of-20","10","10",""
"202025","shopify_ZZ_15061226127728_53447230816624","boxes","20x20x25 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 10","https://packrift.com/products/20x20x25-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10","9","10","details_3_plus"
"202045WARD","shopify_ZZ_15061186806128_53445359305072","boxes","20x20x45 ECT-48 Double Wall Wardrobe Boxes - Hanger Storage, Bundle of 5","https://packrift.com/products/20x20x45-ect-48-double-wall-wardrobe-boxes-hanger-storage-bundle-of-5","10","10",""
"221410","shopify_ZZ_15061256012144_53449298051440","boxes","22x14x10 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 20","https://packrift.com/products/22x14x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-20","10","10",""
"221510","shopify_ZZ_15061250408816_53448777892208","boxes","22x15x10 ECT-32 Kraft Corrugated Boxes - Bulk 25-Pack","https://packrift.com/products/22x15x10-ect-32-kraft-corrugated-boxes-bulk-25-pack","10","10",""
"221515","shopify_ZZ_15061250474352_53448786084208","boxes","22x15x15 ECT-32 Kraft Corrugated Boxes - Bundle of 20","https://packrift.com/products/22x15x15-ect-32-kraft-corrugated-boxes-bundle-of-20","10","10",""
"222014","shopify_ZZ_15061236318576_53447904952688","boxes","22x20x14 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 15","https://packrift.com/products/22x20x14-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-15","10","10",""
"222210","shopify_ZZ_15061229633904_53447358611824","boxes","22x22x10 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/22x22x10-ect-32-kraft-corrugated-boxes-bundle-of-15","9","10","details_3_plus"
"222216","shopify_ZZ_15061230092656_53447375585648","boxes","22x22x16 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 10","https://packrift.com/products/22x22x16-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-10","9","10","details_3_plus"
"222222","shopify_ZZ_15061227798896_53447250018672","boxes","22x22x22"" ECT-32 Kraft Corrugated Cube Boxes - Bundle of 10","https://packrift.com/products/22x22x22-ect-32-kraft-corrugated-cube-boxes-bundle-of-10","9","10","details_3_plus"
"222230","shopify_ZZ_15061207613808_53446215270768","boxes","22x22x30 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10","https://packrift.com/products/22x22x30-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10","9","10","details_3_plus"
"22228","shopify_ZZ_15061227667824_53447241728368","boxes","22x22x8 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/22x22x8-ect-32-kraft-corrugated-boxes-bundle-of-15","9","10","details_3_plus"
"229C","shopify_ZZ_15061774238064_53473324597616","boxes","12x10x9 Insulated Shipping Kit - EPS Foam Corrugated Carton, Case of 1","https://packrift.com/products/12x10x9-insulated-shipping-kit-eps-foam-corrugated-carton-case-of-1","9","10","pack_count_signal"
"241212W","shopify_ZZ_15061256700272_53449371877744","boxes","24x12x12 ECT-32 White Corrugated Boxes - 25 Count Bundle","https://packrift.com/products/24x12x12-ect-32-white-corrugated-boxes-25-count-bundle","10","10",""
"241218","shopify_ZZ_15061256864112_53449388491120","boxes","24x12x18"" ECT-32 Kraft Corrugated Boxes - Single Wall, Bundle of 20","https://packrift.com/products/24x12x18-ect-32-kraft-corrugated-boxes-single-wall-bundle-of-20","10","10",""
"241224","shopify_ZZ_15061251293552_53448852275568","boxes","24x12x24 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 10","https://packrift.com/products/24x12x24-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10","10","10",""
"24122CTW","shopify_ZZ_15062426714480_53475952525680","boxes","24x12x1.75"" ECT-32 White Corrugated Trays - 50 Pack Bundle","https://packrift.com/products/24x12x1-75-ect-32-white-corrugated-trays-50-pack-bundle","10","10",""
"24128R","shopify_ZZ_15061253325168_53449035121008","boxes","24x12x8 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Box Bundle","https://packrift.com/products/24x12x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-box-bundle","9","10","pack_count_signal"
"241414","shopify_ZZ_15061249589616_53448679555440","boxes","24x14x14"" ECT-32 Kraft Corrugated Boxes - Durable Shipping, Bundle of 15","https://packrift.com/products/24x14x14-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-15","10","10",""
"241418","shopify_ZZ_15061247295856_53448481079664","boxes","24x14x18 ECT-32 Kraft Corrugated Boxes - Bundle of 10","https://packrift.com/products/24x14x18-ect-32-kraft-corrugated-boxes-bundle-of-10","10","10",""
"24146","shopify_ZZ_15061249261936_53448638497136","boxes","24x14x6"" ECT-32 Kraft Corrugated Boxes - Shallow Depth, Bundle of 25","https://packrift.com/products/24x14x6-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-25","10","10",""
"24148","shopify_ZZ_15061249360240_53448654848368","boxes","24x14x8 ECT-32 Kraft Corrugated Boxes - Shallow Depth, Bundle of 20","https://packrift.com/products/24x14x8-ect-32-kraft-corrugated-boxes-shallow-depth-bundle-of-20","10","10",""
"241515","shopify_ZZ_15061246411120_53448479834480","boxes","24x15x15 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 20","https://packrift.com/products/24x15x15-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-20","10","10",""
"241624","shopify_ZZ_15061241430384_53448358723952","boxes","24x16x24 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 10","https://packrift.com/products/24x16x24-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10","10","10",""
"241715","shopify_ZZ_15061239333232_53448216904048","boxes","24x17x15"" ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/24x17x15-ect-32-kraft-corrugated-boxes-bundle-of-15","10","10",""
"241812","shopify_ZZ_15061236908400_53447970554224","boxes","24x18x12 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, 10-Pack","https://packrift.com/products/24x18x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-10-pack","10","10",""
"24184","shopify_ZZ_15061236515184_53447921369456","boxes","24x18x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 20","https://packrift.com/products/24x18x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-20","10","10",""
"242410","shopify_ZZ_15061219574128_53447009042800","boxes","24x24x10 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10","https://packrift.com/products/24x24x10-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10","9","10","details_3_plus"
"242412","shopify_ZZ_15061219672432_53447009108336","boxes","24x24x12 ECT-32 Kraft Corrugated Boxes - Bulk Shipping Solution, 10-Pack","https://packrift.com/products/24x24x12-ect-32-kraft-corrugated-boxes-bulk-shipping-solution-10-pack","9","10","details_3_plus"
"242418DPB","shopify_ZZ_15061221081456_53447156826480","boxes","24x24x18 ECT-32 Kraft Deluxe Moving Boxes - Bundle of 10","https://packrift.com/products/24x24x18-ect-32-kraft-deluxe-moving-boxes-bundle-of-10","10","10",""
"260C","shopify_ZZ_15061774664048_53473325449584","boxes","19.5x11.5x4.125 Insulated Shipping Kit - EPS Foam Corrugated Carton","https://packrift.com/products/19-5x11-5x4-125-insulated-shipping-kit-eps-foam-corrugated-carton","9","10","pack_count_signal"
"26104","shopify_ZZ_15061253783920_53449076244848","boxes","26x10x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Design, Bundle of 25","https://packrift.com/products/26x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-design-bundle-of-25","10","10",""
"26138","shopify_ZZ_15061246640496_53448480358768","boxes","26x13x8 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 20","https://packrift.com/products/26x13x8-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-20","10","10",""
"261812","shopify_ZZ_15061231960432_53447508722032","boxes","26x18x12 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 15","https://packrift.com/products/26x18x12-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-15","9","10","details_3_plus"
"261818","shopify_ZZ_15061228847472_53447308640624","boxes","26x18x18 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/26x18x18-ect-32-kraft-corrugated-boxes-bundle-of-15","9","10","details_3_plus"
"26208","shopify_ZZ_15061223801200_53447226524016","boxes","26x20x8 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/26x20x8-ect-32-kraft-corrugated-boxes-bundle-of-15","9","10","details_3_plus"
"262616","shopify_ZZ_15061207875952_53446248071536","boxes","26x26x16 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10","https://packrift.com/products/26x26x16-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10","9","10","details_3_plus"
"26268","shopify_ZZ_15061208727920_53446306890096","boxes","26x26x8 ECT-32 Kraft Corrugated Boxes - Shallow Depth Design, Bundle of 10","https://packrift.com/products/26x26x8-ect-32-kraft-corrugated-boxes-shallow-depth-design-bundle-of-10","9","10","details_3_plus"
"281614","shopify_ZZ_15061232910704_53447567573360","boxes","28x16x14 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 15","https://packrift.com/products/28x16x14-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-15","10","10",""
"28175","shopify_ZZ_15061226193264_53447230882160","boxes","28x17x5 ECT-32 Kraft Corrugated Boxes - Shallow Depth Design, Bundle of 15","https://packrift.com/products/28x17x5-ect-32-kraft-corrugated-boxes-shallow-depth-design-bundle-of-15","9","10","details_3_plus"
"281812","shopify_ZZ_15061222687088_53447224459632","boxes","28x18x12 ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 15","https://packrift.com/products/28x18x12-ect-32-kraft-corrugated-boxes-bulk-bundle-of-15","9","10","details_3_plus"
"282025","shopify_ZZ_15061220229488_53447066583408","boxes","28x20x25 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping (Bundle of 10)","https://packrift.com/products/28x20x25-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10","9","10","details_3_plus"
"28524FOL","shopify_ZZ_15061258961264_53449585721712","boxes","28x5x24 Kraft ECT-32 Side Loading Boxes - Bundle of 10","https://packrift.com/products/28x5x24-kraft-ect-32-side-loading-boxes-bundle-of-10","10","10",""
"291712","shopify_ZZ_15061224849776_53447228391792","boxes","29x17x12"" ECT-32 Kraft Corrugated Shipping Boxes - Bundle of 15","https://packrift.com/products/29x17x12-ect-32-kraft-corrugated-shipping-boxes-bundle-of-15","9","10","details_3_plus"
"29177","shopify_ZZ_15061222916464_53447224918384","boxes","29x17x7 ECT-32 Kraft Corrugated Boxes - Garment Shipping, 20-Pack","https://packrift.com/products/29x17x7-ect-32-kraft-corrugated-boxes-garment-shipping-20-pack","9","10","details_3_plus"
"29179","shopify_ZZ_15061224784240_53447228293488","boxes","29x17x9 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/29x17x9-ect-32-kraft-corrugated-boxes-bundle-of-15","9","10","details_3_plus"
"30126","shopify_ZZ_15061235925360_53447872053616","boxes","30x12x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25","https://packrift.com/products/30x12x6-ect-32-kraft-corrugated-boxes-bundle-of-25","10","10",""
"30530FOL","shopify_ZZ_15061246181744_53448479277424","boxes","30x5x30 Side Loading Boxes ECT-32 Kraft Corrugated - Bundle of 10","https://packrift.com/products/30x5x30-side-loading-boxes-ect-32-kraft-corrugated-bundle-of-10","10","10",""
"32188","shopify_ZZ_15061213839728_53446585188720","boxes","32x18x8 ECT-32 Kraft Corrugated Boxes - Bundle of 15","https://packrift.com/products/32x18x8-ect-32-kraft-corrugated-boxes-bundle-of-15","9","10","details_3_plus"
"36146","shopify_ZZ_15061214036336_53446609764720","boxes","36x14x6 ECT-32 Kraft Corrugated Boxes - Bulk Shipping Solution, Bundle of 20","https://packrift.com/products/36x14x6-ect-32-kraft-corrugated-boxes-bulk-shipping-solution-bundle-of-20","9","10","details_3_plus"
"36244","shopify_ZZ_15061191033200_53445642912112","boxes","36x24x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 10","https://packrift.com/products/36x24x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-10","9","10","details_3_plus"
"363012","shopify_ZZ_15061186609520_53445350818160","boxes","36x30x12 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 15","https://packrift.com/products/36x30x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-15","9","10","details_3_plus"
"38826FPFOL","shopify_ZZ_15061221867888_53447222952304","boxes","38x8x26"" ECT-48 Double Wall Flat Panel TV Box - Bundle of 5","https://packrift.com/products/38x8x26-ect-48-double-wall-flat-panel-tv-box-bundle-of-5","10","10",""
"402020","shopify_ZZ_15061193556336_53445785518448","boxes","40x20x20 ECT-32 Kraft Corrugated Boxes - Bulk Shipping, 10-Pack","https://packrift.com/products/40x20x20-ect-32-kraft-corrugated-boxes-bulk-shipping-10-pack","9","10","details_3_plus"
"42116","shopify_ZZ_15061205975408_53446132433264","boxes","42x11x6 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 20","https://packrift.com/products/42x11x6-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-20","10","10",""
"4416","shopify_ZZ_15061639856496_53472865943920","boxes","4x4x16 ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle","https://packrift.com/products/4x4x16-ect-32-kraft-corrugated-boxes-25-pack-bundle","10","10",""
"4428","shopify_ZZ_15061263679856_53449724559728","boxes","4x4x28 ECT-32 Kraft Corrugated Tall Boxes - 25-Pack Bundle","https://packrift.com/products/4x4x28-ect-32-kraft-corrugated-tall-boxes-25-pack-bundle","10","10",""
"4432","shopify_ZZ_15061251621232_53448878686576","boxes","4x4x32 ECT-32 Kraft Corrugated Boxes - 25 Bundle | Tall Shipping Cartons","https://packrift.com/products/4x4x32-ect-32-kraft-corrugated-boxes-25-bundle-tall-shipping-cartons","10","10",""
"544","shopify_ZZ_15061655847280_53472907264368","boxes","5x4x4 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 25","https://packrift.com/products/5x4x4-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25","10","10",""
"5512","shopify_ZZ_15061647360368_53472876560752","boxes","5x5x12 ECT-32 Kraft Corrugated Boxes - Strong Tall Shipping Cartons, 25-Pack","https://packrift.com/products/5x5x12-ect-32-kraft-corrugated-boxes-strong-tall-shipping-cartons-25-pack","10","10",""
"6066","shopify_ZZ_15061186249072_53445325816176","boxes","60x6x6 ECT-32 Kraft Corrugated Boxes - Space-Saving Bundle of 15","https://packrift.com/products/60x6x6-ect-32-kraft-corrugated-boxes-space-saving-bundle-of-15","9","10","details_3_plus"
"654","shopify_ZZ_15061655159152_53472905593200","boxes","6x5x4 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack","https://packrift.com/products/6x5x4-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack","10","10",""
"6618","shopify_ZZ_15061624291696_53472832422256","boxes","6x6x18 ECT-32 Kraft Corrugated Boxes - 25 Bundle","https://packrift.com/products/6x6x18-ect-32-kraft-corrugated-boxes-25-bundle","9","10","pack_count_signal"
"6632","shopify_ZZ_15061246706032_53448480457072","boxes","6x6x32 Tall Corrugated Boxes - ECT-32 Kraft Single Wall, Bundle of 25","https://packrift.com/products/6x6x32-tall-corrugated-boxes-ect-32-kraft-single-wall-bundle-of-25","10","10",""
"664","shopify_ZZ_15061654569328_53472897859952","boxes","6x6x4 ECT-32 Kraft Corrugated Boxes - 25 Pack Bulk Shipping","https://packrift.com/products/6x6x4-ect-32-kraft-corrugated-boxes-25-pack-bulk-shipping","10","10",""
"774","shopify_ZZ_15061651751280_53472881901936","boxes","7x7x4"" ECT-32 Kraft Corrugated Shipping Boxes - 25 Pack","https://packrift.com/products/7x7x4-ect-32-kraft-corrugated-shipping-boxes-25-pack","10","10",""
"779","shopify_ZZ_15061648769392_53472878035312","boxes","7x7x9 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 25","https://packrift.com/products/7x7x9-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25","10","10",""
"8412","shopify_ZZ_15061648376176_53472877642096","boxes","8x4x12"" ECT-32 Kraft Corrugated Boxes - 25-Pack Bundle","https://packrift.com/products/8x4x12-ect-32-kraft-corrugated-boxes-25-pack-bundle","10","10",""
"8446FOL","shopify_ZZ_15061203288432_53446013387120","boxes","8x4x46"" Full Overlap Side Loading Box ECT-32 Kraft - Bundle of 15","https://packrift.com/products/8x4x46-full-overlap-side-loading-box-ect-32-kraft-bundle-of-15","10","10",""
"8452FOL","shopify_ZZ_15061189820784_53445592744304","boxes","8x4x52"" ECT-32 Side Loading Box - Full Overlap FOL Kraft, 15-Pack","https://packrift.com/products/8x4x52-ect-32-side-loading-box-full-overlap-fol-kraft-15-pack","9","10","details_3_plus"
"864W","shopify_ZZ_15061652046192_53472885178736","boxes","8x6x4 White Corrugated Boxes ECT-32 Single Wall - 25 Pack Bundle","https://packrift.com/products/8x6x4-white-corrugated-boxes-ect-32-single-wall-25-pack-bundle","10","10",""
"884","shopify_ZZ_15061649719664_53472879378800","boxes","8x8x4 ECT-32 Kraft Corrugated Boxes - Bundle of 25","https://packrift.com/products/8x8x4-ect-32-kraft-corrugated-boxes-bundle-of-25","10","10",""
"885","shopify_ZZ_15061649817968_53472879477104","boxes","8x8x5 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle 25","https://packrift.com/products/8x8x5-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-25","9","10","pack_count_signal"
"888W5C","shopify_ZZ_15061649228144_53472878559600","boxes","8x8x8"" W5c 250# Weather-Resistant Corrugated Boxes - Bundle of 25","https://packrift.com/products/8x8x8-w5c-250-weather-resistant-corrugated-boxes-bundle-of-25","10","10",""
"889","shopify_ZZ_15061647524208_53472876757360","boxes","8x8x9 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 25","https://packrift.com/products/8x8x9-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25","10","10",""
"976","shopify_ZZ_15061650080112_53472879739248","boxes","9x7x6"" ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack","https://packrift.com/products/9x7x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack","10","10",""
"999","shopify_ZZ_15061645295984_53472873283952","boxes","9x9x9 ECT-32 Kraft Corrugated Cube Boxes - 25 Pack Bundle","https://packrift.com/products/9x9x9-ect-32-kraft-corrugated-cube-boxes-25-pack-bundle","10","10",""
"AB205","shopify_ZZ_15062136029552_53474500575600","poly_bags","3x5"" 2 Mil Clear Poly Bags on Roll - Auto Fill Compatible, 3000/Roll","https://packrift.com/products/3x5-2-mil-clear-poly-bags-on-roll-auto-fill-compatible-3000-roll","10","10",""
"AB211","shopify_ZZ_15062136160624_53474500903280","poly_bags","4x8"" 2 Mil Pre-Opened Poly Bags on Roll - 1750 Count","https://packrift.com/products/4x8-2-mil-pre-opened-poly-bags-on-roll-1750-count","10","10",""
"AB213","shopify_ZZ_15062136324464_53474501263728","poly_bags","5x8"" 2 Mil Pre-Opened Poly Bags on Roll - 1750 ct Auto-Fill","https://packrift.com/products/5x8-2-mil-pre-opened-poly-bags-on-roll-1750-ct-auto-fill","10","10",""
"AB219","shopify_ZZ_15062136684912_53474502017392","poly_bags","8x12"" 2 Mil Pre-Opened Poly Bags on Roll - Auto-Fill Ready, 1250/Roll","https://packrift.com/products/8x12-2-mil-pre-opened-poly-bags-on-roll-auto-fill-ready-1250-roll","10","10",""
"AB221","shopify_ZZ_15062136750448_53474502181232","poly_bags","10x12"" 2 Mil Pre-Opened Poly Bags on Roll - 1250/Roll","https://packrift.com/products/10x12-2-mil-pre-opened-poly-bags-on-roll-1250-roll","10","10",""
"AB312","shopify_ZZ_15062137078128_53474502836592","poly_bags","5x7"" 4 Mil Pre-Opened Poly Bags on Roll - 1000ct Auto-Fill","https://packrift.com/products/5x7-4-mil-pre-opened-poly-bags-on-roll-1000ct-auto-fill","10","10",""
"AB313","shopify_ZZ_15062137176432_53474502967664","poly_bags","5x8"" 4 Mil Clear Poly Bags on Roll - Auto-Fill Compatible, 1000/Roll","https://packrift.com/products/5x8-4-mil-clear-poly-bags-on-roll-auto-fill-compatible-1000-roll","10","10",""
"AB314","shopify_ZZ_15062137209200_53474503000432","poly_bags","10"" x 5"" 4 Mil Clear Poly Bags on Roll - 1000 Pack","https://packrift.com/products/10-x-5-4-mil-clear-poly-bags-on-roll-1000-pack","10","10",""
"AB315","shopify_ZZ_15062137274736_53474503065968","poly_bags","6x8"" 4 Mil Pre-Opened Poly Bags on Roll - 750 Count","https://packrift.com/products/6x8-4-mil-pre-opened-poly-bags-on-roll-750-count","10","10",""
"AB319","shopify_ZZ_15062137340272_53474503131504","poly_bags","12 x 8"" 4 Mil Pre-Opened Poly Bags on Roll - Auto-Fill Equipment Compatible, 750/Roll","https://packrift.com/products/12-x-8-4-mil-pre-opened-poly-bags-on-roll-auto-fill-equipment-compatible-750-roll","10","10",""
"AB322","shopify_ZZ_15062137471344_53474503262576","poly_bags","10x15"" 4 Mil Pre-Opened Poly Bags on Roll - 500 Pack","https://packrift.com/products/10x15-4-mil-pre-opened-poly-bags-on-roll-500-pack","10","10",""
"AB324","shopify_ZZ_15062135767408_53474500018544","poly_bags","4x6"" 1 Mil Pre-Opened Poly Bags on Roll - 2500 Count","https://packrift.com/products/4x6-1-mil-pre-opened-poly-bags-on-roll-2500-count","10","10",""
"AB329","shopify_ZZ_15062136226160_53474501067120","poly_bags","5x5"" 2 Mil Clear Poly Bags on Roll - Auto-Fill Compatible, 2250/Roll","https://packrift.com/products/5x5-2-mil-clear-poly-bags-on-roll-auto-fill-compatible-2250-roll","10","10",""
"AF584145","shopify_ZZ_15061196276080_53445928386928","boxes","58x41x45"" ECT-51 Double Wall Corrugated Box - Heavy-Duty Shipping Carton","https://packrift.com/products/58x41x45-ect-51-double-wall-corrugated-box-heavy-duty-shipping-carton","9","10","pack_count_signal"
"B803SS25PK","shopify_ZZ_15061984379248_53474253111664","mailers","6x10 Kraft Self-Seal Padded Mailers #0 - Puncture Resistant, 25 Pack","https://packrift.com/products/6x10-kraft-self-seal-padded-mailers-0-puncture-resistant-25-pack","10","10",""
"B804SS","shopify_ZZ_15061983986032_53474252620144","mailers","7.25x12"" Kraft Self-Seal Padded Mailers #1 - Puncture Resistant, Case of 100","https://packrift.com/products/7-25x12-kraft-self-seal-padded-mailers-1-puncture-resistant-case-of-100","10","10",""
"B805SS","shopify_ZZ_15061984084336_53474252718448","mailers","12 x 8.5"" Kraft Self-Seal Padded Mailers #2 - Puncture Resistant, Case/100","https://packrift.com/products/12-x-8-5-kraft-self-seal-padded-mailers-2-puncture-resistant-case-100","10","10",""
"B805WSS25PK","shopify_ZZ_15062444900720_53476007018864","mailers","8.5x12 Fiber Padded Self-Seal Mailers - White, 25 Pack","https://packrift.com/products/8-5x12-fiber-padded-self-seal-mailers-white-25-pack","10","10",""
"B806SS","shopify_ZZ_15061984117104_53474252751216","mailers","14.5 x 8.5 Kraft Self-Seal Padded Mailers #3 - Puncture Resistant, Case of 100","https://packrift.com/products/14-5-x-8-5-kraft-self-seal-padded-mailers-3-puncture-resistant-case-of-100","10","10",""
"B806SS25PK","shopify_ZZ_15061984543088_53474253275504","mailers","8.5x14.5"" Kraft Self-Seal Padded Mailers #3 - Puncture Resistant, 25 Pack","https://packrift.com/products/8-5x14-5-kraft-self-seal-padded-mailers-3-puncture-resistant-25-pack","10","10",""
"B806WSS25PK","shopify_ZZ_15062444966256_53476007248240","mailers","8.5x14.5 #3 White Self-Seal Padded Mailers - Puncture Resistant, 25 Pack","https://packrift.com/products/8-5x14-5-3-white-self-seal-padded-mailers-puncture-resistant-25-pack","10","10",""
"B807SS25PK","shopify_ZZ_15061984608624_53474253341040","mailers","9.5x14.5"" Kraft Self-Seal Padded Mailers #4, 25-Pack","https://packrift.com/products/9-5x14-5-kraft-self-seal-padded-mailers-4-25-pack","10","10",""
"B807WSS","shopify_ZZ_15062444474736_53476005642608","mailers","9.5x14.5 White #4 Self-Seal Padded Mailers - Puncture Resistant, Case of 100","https://packrift.com/products/9-5x14-5-white-4-self-seal-padded-mailers-puncture-resistant-case-of-100","10","10",""
"B810","shopify_ZZ_15061973631344_53474225291632","mailers","19x12.5"" Kraft Padded Mailers #6 - Puncture Resistant, Case of 50","https://packrift.com/products/19x12-5-kraft-padded-mailers-6-puncture-resistant-case-of-50","9","10","details_3_plus"
"B810WSS","shopify_ZZ_15062444573040_53476006035824","mailers","12.5 x 19"" White Fiber Padded Self-Seal Mailers #6 - Case of 50","https://packrift.com/products/12-5-x-19-white-fiber-padded-self-seal-mailers-6-case-of-50","10","10",""
"B810WSS25PK","shopify_ZZ_15062445228400_53476008591728","mailers","19x12.5 Fiber Padded White Self-Seal Mailers - Puncture Resistant, 25 Pack","https://packrift.com/products/19x12-5-fiber-padded-white-self-seal-mailers-puncture-resistant-25-pack","10","10",""
"B811","shopify_ZZ_15061973696880_53474225521008","mailers","14.25x20"" Kraft Padded Mailers #7 - Puncture Resistant, Case of 50","https://packrift.com/products/14-25x20-kraft-padded-mailers-7-puncture-resistant-case-of-50","9","10","details_3_plus"
"B811SS","shopify_ZZ_15061984346480_53474253078896","mailers","20x14.25 Kraft Self-Seal Padded Mailers #7 - Puncture Resistant, Case of 50","https://packrift.com/products/20x14-25-kraft-self-seal-padded-mailers-7-puncture-resistant-case-of-50","10","10",""
"B811WSS","shopify_ZZ_15062444671344_53476006396272","mailers","14.25 x 20"" White #7 Self-Seal Padded Mailers - Puncture Resistant, Case of 50","https://packrift.com/products/14-25-x-20-white-7-self-seal-padded-mailers-puncture-resistant-case-of-50","10","10",""
"B811WSS25PK","shopify_ZZ_15062445293936_53476008821104","mailers","14 1/4 x 20"" White Self-Seal Padded Mailers - Puncture Resistant, 25 Pack","https://packrift.com/products/14-1-4-x-20-white-self-seal-padded-mailers-puncture-resistant-25-pack","10","10",""
"B827","shopify_ZZ_15061124612464_53441934164336","mailers","7.25"" x 8"" Bubble Lined Poly Mailers - Self-Seal White, Case of 200","https://packrift.com/products/7-25-x-8-bubble-lined-poly-mailers-self-seal-white-case-of-200","10","10",""
"B82725PK","shopify_ZZ_15061125529968_53442032894320","mailers","7.25"" x 8"" Bubble Lined Poly Mailers, White, 25-Pack Self-Seal","https://packrift.com/products/7-25-x-8-bubble-lined-poly-mailers-white-25-pack-self-seal","10","10",""
